REPORT NUMBER,PRIMARY TRAFFICWAY,INTERSECTING TRAFFICWAY,DATETIME,LONGITUDE,LATITUDE,is_dry,is_light,is_clear,is_hit_run,is_workzone,is_child,impaired,speeding,driver_16_25,driver_65_plus,severity
E924212,E PINE ST,11TH AVE,2019-05-23 08:20:00,-122.31813894475768,47.61526956944548,1,1,0,0,0,0,0,0,1,0,3
EA57303,E PINE ST,12TH AVE,2020-07-22 13:20:00,-122.31685422190203,47.61526782055588,1,1,1,0,0,0,0,0,0,0,3
E672488,E PINE ST,13TH AVE,2017-05-17 08:10:00,-122.31555026337436,47.61526682311584,1,1,0,1,0,0,0,0,0,0,3
EA28362,E PINE ST,BELLEVUE AVE,2020-03-29 10:51:00,-122.32682123922481,47.61523577713431,1,1,1,0,0,0,0,0,0,0,2
E708935,E PINE ST,BELLEVUE AVE,2017-08-26 14:50:00,-122.32682124016378,47.61523580453919,1,1,0,0,0,0,0,0,0,0,2
E801056,E PINE ST,BELMONT AVE,2018-05-11 18:54:00,-122.32448225846304,47.615232772119526,1,1,0,0,0,0,0,0,1,0,2
3774083,E PINE ST,BELMONT AVE,2017-09-29 22:10:00,-122.32448225846304,47.615232772119526,1,0,0,0,0,0,0,0,0,0,3
E894030,E PINE ST,BELMONT AVE,2019-02-16 19:22:00,-122.32448225846304,47.615232772119526,0,0,0,0,0,0,0,0,0,0,3
E860808,E PINE ST,BELMONT AVE,2018-10-28 18:40:00,-122.32448225846304,47.615232772119526,0,0,0,1,0,0,0,0,0,0,3
E906142,E PINE ST,BOYLSTON AVE,2019-03-07 10:00:00,-122.32340526073281,47.61525778756545,1,1,0,0,0,0,0,0,0,0,2
3771575,E PINE ST,BOYLSTON AVE,2016-11-03 15:00:00,-122.32340530219967,47.615257814336665,1,1,0,0,0,0,0,0,0,0,2
E894029,E PINE ST,BOYLSTON AVE,2019-02-14 18:38:00,-122.32340526073281,47.61525778756545,0,0,0,0,0,0,0,0,0,0,2
3702429,E PINE ST,HARVARD AVE,2018-02-22 08:25:00,-122.322135288907,47.615255811359155,0,1,0,0,0,0,0,0,0,0,3
3773451,E PINE ST,MELROSE AVE,2017-02-14 19:51:00,-122.32791227993111,47.61522652305867,0,0,0,0,0,0,0,0,0,0,3
3773746,E PINE ST,MELROSE AVE,2018-02-01 07:27:00,-122.32791227993111,47.61522652305867,1,1,0,0,0,0,0,0,0,0,2
3773647,E PINE ST,MELROSE AVE,2017-06-02 17:00:00,-122.32791227993111,47.61522652305867,1,1,0,0,0,0,0,0,0,0,2
E723382,E PINE ST,SUMMIT AVE,2017-10-11 08:47:00,-122.325524177015,47.61524679294427,1,1,0,0,0,0,0,0,0,0,2
E681253,E PINE ST,SUMMIT AVE,2017-05-24 16:24:00,-122.325524177015,47.61524679294427,1,1,0,0,0,0,0,0,0,0,2
E952746,E PINE ST,SUMMIT AVE,2019-08-22 07:40:00,-122.325524177015,47.61524679294427,1,1,0,0,0,0,0,0,0,0,3
3795431,E PINE ST,SUMMIT AVE,2019-08-27 17:38:00,-122.325524177015,47.61524679294427,1,1,0,0,0,0,0,0,0,0,3
3702696,E PINE ST,SUMMIT AVE,2018-07-16 07:55:00,-122.325524177015,47.61524679294427,1,1,0,0,0,0,0,0,0,1,2
3550018,E PINE ST,SUMMIT AVE,2017-01-22 13:30:00,-122.325524177015,47.61524679294427,0,1,0,1,0,0,0,0,0,0,3
3642586,E PINE ST,SUMMIT AVE,2016-10-23 10:08:00,-122.3255242166063,47.61524676490491,0,1,0,1,0,0,0,0,0,0,3
E818152,E REPUBLICAN ST,BROADWAY E,2018-06-30 16:52:00,-122.32093228021384,47.62314180478617,1,1,0,0,0,0,0,0,0,0,2
EA43644,E ROANOKE ST,,2020-06-18 16:28:00,-122.32077407973235,47.643181620653046,1,1,1,0,0,0,0,0,0,0,2
E736840,E UNION ST,,2017-11-16 20:30:00,-122.30855086417876,47.61290385242721,1,0,0,0,0,0,0,0,0,0,3
3550006,E UNION ST,,2017-01-02 17:38:00,-122.3037667135145,47.612958345837775,1,0,0,1,0,0,0,0,0,0,1
E948041,E UNION ST,15TH AVE,2019-07-31 07:55:00,-122.31279021994122,47.612915817089934,1,1,0,0,0,0,0,0,0,0,3
3773918,E UNION ST,22ND AVE,2017-08-24 18:30:00,-122.30364493706973,47.61293656639968,1,1,0,0,0,0,0,0,0,0,2
3547980,E UNION ST,22ND AVE,2019-04-15 20:52:00,-122.30364493706973,47.61293656639968,1,0,0,1,0,0,0,0,0,0,2
E810015,E YESLER WAY,,2018-06-19 18:11:00,-122.31354728450388,47.60169746254613,1,1,0,0,0,0,0,0,0,0,2
3707531,E YESLER WAY,,2018-06-02 16:24:00,-122.31745527802596,47.60170617204495,0,1,0,1,0,0,0,0,0,0,3
E991616,E YESLER WAY,10TH AVE S,2019-12-09 16:37:00,-122.31959015051278,47.60170577668763,1,0,0,0,0,0,0,0,0,0,3
3795432,E YESLER WAY,12TH AVE,2019-08-27 18:32:00,-122.31677519930996,47.601704843898446,1,1,0,0,0,0,0,0,0,0,3
E954864,E YESLER WAY,12TH AVE,2019-08-26 18:16:00,-122.31677519930996,47.601704843898446,1,1,0,0,0,0,0,0,0,0,3
3814678,E YESLER WAY,12TH AVE,2019-03-31 18:51:00,-122.31677519930996,47.601704843898446,1,0,0,0,0,0,0,0,0,0,2
3795429,E YESLER WAY,12TH AVE S,2019-08-26 18:02:00,-122.31677519930996,47.601704843898446,1,1,0,0,0,0,0,0,0,0,3
3476723,E YESLER WAY,12TH AVE S,2017-08-30 18:20:00,-122.31677519930996,47.601704843898446,1,1,0,0,0,0,0,0,0,0,2
3702543,E YESLER WAY,12TH AVE S,2018-05-25 19:10:00,-122.31677519930996,47.601704843898446,1,0,0,0,0,0,0,0,0,0,3
3806037,E YESLER WAY,14TH AVE,2019-10-26 06:48:00,-122.31415418121266,47.601699838583244,0,0,0,0,0,0,0,0,0,0,3
E735152,E YESLER WAY,14TH AVE S,2017-11-07 17:10:00,-122.31415418121266,47.601699838583244,0,0,0,0,0,0,0,0,0,0,3
E683910,E YESLER WAY,16TH AVE S,2017-06-22 07:51:00,-122.31157223970857,47.60169581238239,1,1,0,0,0,0,0,0,0,0,3
E593247,E YESLER WAY,23RD AVE,2016-09-13 18:10:00,-122.30232820783642,47.60168380259036,1,1,0,0,0,0,0,0,0,0,2
E867126,EASTLAKE AVE E,,2018-11-27 17:16:00,-122.32924935721051,47.62796383960535,0,0,0,0,0,0,0,0,0,0,2
E651608,EASTLAKE AVE E,,2017-03-13 09:06:00,-122.32589272427555,47.644804228800496,0,1,0,0,0,0,0,0,0,0,3
E704349,EASTLAKE AVE E,,2017-08-23 08:40:00,-122.32549981328229,47.63563852731344,1,1,0,0,0,0,0,0,0,0,2
3746500,EASTLAKE AVE E,,2019-07-26 07:50:00,-122.32589826766922,47.64175350790849,1,1,0,0,0,0,0,0,0,0,3
3753387,EASTLAKE AVE E,,2017-10-04 09:14:00,-122.32589751412975,47.63999915413144,1,1,0,0,0,0,0,0,0,0,3
3703782,EASTLAKE AVE E,,2017-07-27 14:06:00,-122.32832463322738,47.62994894413888,1,1,0,0,0,0,0,0,0,0,2
3746758,EASTLAKE AVE E,,2017-08-29 09:26:00,-122.32581677154852,47.63650325297845,1,1,0,0,0,0,0,0,0,0,3
3784717,EASTLAKE AVE E,,2017-11-17 20:28:00,-122.32589746028788,47.64338178362856,1,0,0,0,0,0,0,0,0,0,3
E694174,EASTLAKE AVE E,,2017-07-11 15:26:00,-122.32139035075419,47.65145455110931,1,1,0,0,0,0,0,0,0,1,3
3773785,EASTLAKE AVE E,,2017-06-27 08:37:00,-122.32200568209863,47.650664077853264,1,1,0,0,0,0,0,0,0,0,3
E925382,EASTLAKE AVE E,,2019-05-12 17:41:00,-122.32205162492957,47.65053141991733,1,1,0,1,0,0,0,0,0,0,3
3784760,EASTLAKE AVE E,,2017-01-04 17:34:00,-122.32907432490816,47.61896204550189,1,0,0,0,0,0,0,0,0,0,2
3703954,EASTLAKE AVE E,E BLAINE ST,2017-05-08 13:45:00,-122.32526676842004,47.634862998904886,1,1,0,0,0,0,0,0,0,0,3
E971885,EASTLAKE AVE E,E BLAINE ST,2019-10-14 07:44:00,-122.32526676842004,47.634862998904886,1,1,0,0,0,0,0,0,0,0,2
3753507,EASTLAKE AVE E,E EDGAR ST,2017-05-20 18:15:00,-122.32589235821337,47.64449277990922,1,1,0,0,0,0,0,0,0,0,2
3753519,EASTLAKE AVE E,E EDGAR ST,2017-06-15 17:02:00,-122.32589235821337,47.64449277990922,0,0,0,0,0,0,0,0,0,0,3
E600071,EASTLAKE AVE E,E HAMLIN ST,2016-10-24 11:20:00,-122.32586240713309,47.64562577071288,1,1,0,1,0,0,0,0,0,0,2
EA05971,EASTLAKE AVE E,E HAMLIN ST,2020-01-06 09:13:00,-122.32586240807206,47.64562579811736,0,1,0,0,0,0,0,0,0,0,2
3753549,EASTLAKE AVE E,E NELSON PL,2019-10-25 17:22:00,-122.32761730581312,47.63061976645167,0,0,0,0,0,0,0,0,0,0,2
3753394,EASTLAKE AVE E,E NELSON PL,2018-02-14 07:50:00,-122.32761730581312,47.63061976645167,0,1,0,0,0,0,0,0,0,0,2
3814602,EASTLAKE AVE E,FUHRMAN AVE E,2019-02-06 21:11:00,-122.32129462478763,47.65157561964874,0,0,0,1,0,0,0,0,0,0,2
3771956,EASTLAKE AVE E,FUHRMAN AVE E,2017-01-20 16:50:00,-122.32129462478763,47.65157561964874,1,1,0,1,0,0,0,0,0,0,2
E955210,EASTLAKE AVE E,LAKEVIEW BLVD E,2019-08-30 09:54:00,-122.32921790215737,47.62512296320493,1,1,0,0,0,0,0,0,0,0,1
E829347,EASTLAKE AVE E,NE 40TH ST,2018-08-16 15:15:00,-122.31829199060562,47.65547100193525,1,1,0,0,0,0,0,0,0,0,3
3704054,ELLIOTT AVE,WALL ST,2017-06-25 17:07:00,-122.35047127583874,47.61335977687226,1,1,0,0,0,0,0,0,0,0,3
3590630,ELLIOTT AVE W,,2016-10-17 17:31:00,-122.37537920839469,47.6320323773448,1,1,0,0,0,0,0,0,0,0,2
3746486,ELLIOTT AVE W,,2017-05-23 16:21:00,-122.36344822285828,47.62278967708206,1,1,0,0,0,0,0,0,0,0,2
3811602,ELLIOTT AVE W,,2018-09-23 16:53:00,-122.36738666676699,47.62589331802724,1,1,0,0,0,0,0,0,0,0,2
E730284,ELLIOTT AVE W,,2017-10-24 13:12:00,-122.36662600638844,47.625344292737985,1,1,0,0,0,0,0,0,0,1,3
3818407,ELLIS AVE S,,2018-03-11 07:27:00,-122.32022010935735,47.53990184033032,1,0,0,0,0,0,0,0,0,0,2
EA44713,EVANSTON AVE N,N 104TH ST,2020-06-24 14:40:00,-122.35078368553303,47.704297677587405,1,1,1,0,0,0,0,0,0,0,3
E756193,EVANSTON AVE N,N 34TH ST,2018-01-05 17:23:00,-122.35132542466442,47.64982275413392,0,0,0,0,0,0,0,0,0,0,3
3694577,EVANSTON AVE N,N 48TH ST,2017-08-17 09:13:00,-122.35145846485078,47.663593762168574,1,1,0,0,0,0,0,0,0,0,2
3791190,FAIRVIEW AVE E,,2018-09-28 09:12:00,-122.3294021467383,47.641812659585746,1,1,0,0,0,0,0,0,0,0,2
3811815,FAIRVIEW AVE N,,2019-02-21 17:39:00,-122.33329641809503,47.62686587622482,1,1,0,0,0,0,0,0,0,1,2
E950761,FAIRVIEW AVE N,FAIRVIEW AVE E,2019-08-15 18:31:00,-122.32672524188847,47.6320778905032,1,1,0,0,0,0,0,0,0,0,2
3750833,FAIRVIEW PL N,FAIRVIEW AVE N,2019-07-25 06:12:00,-122.33398361971967,47.62629615433729,1,1,0,1,0,0,0,0,0,0,3
3745573,FAUNTLEROY WAY SW,,2018-07-24 13:53:00,-122.39291689289172,47.523997815540895,1,1,0,0,0,0,0,0,0,0,3
3745797,FAUNTLEROY WAY SW,,2019-03-16 13:57:00,-122.39126491803665,47.538466051174254,1,1,0,0,0,0,0,0,0,0,2
3605969,FAUNTLEROY WAY SW,,2018-05-13 11:18:00,-122.39274190172546,47.52692503352459,1,1,0,0,0,0,0,0,1,0,2
3744480,FAUNTLEROY WAY SW,38TH AVE SW,2017-03-22 05:12:00,-122.38020139014925,47.562206523129944,1,0,0,0,0,0,0,0,0,1,2
3742433,FAUNTLEROY WAY SW,42ND AVE SW,2018-06-05 18:05:00,-122.38576753081306,47.545101595128216,1,1,0,1,0,0,0,0,0,0,2
3781020,FAUNTLEROY WAY SW,SW RAYMOND ST,2017-01-27 06:54:00,-122.38310689905562,47.5484467592282,1,0,0,0,0,0,0,0,0,0,3
E928663,FERRY RD,ALASKAN WAY,2019-06-08 16:51:00,-122.33797443504294,47.603037618222906,1,1,0,0,0,0,0,0,0,0,3
E688292,FLORENTIA ST,WARREN AVE N,2017-06-27 15:50:00,-122.35451335631589,47.6468931561125,1,1,0,0,0,0,0,0,0,0,1
3737487,FREMONT AVE N,,2017-10-24 08:56:00,-122.34992868150658,47.651609446288816,1,1,0,0,0,0,0,0,0,0,3
3767402,FREMONT AVE N,,2018-07-12 08:44:00,-122.34992850740643,47.651392891486886,1,1,0,0,0,0,0,0,0,0,3
E848013,FREMONT AVE N,N 34TH ST,2018-09-24 14:58:00,-122.34975241991012,47.64956673289757,1,1,0,0,0,0,0,0,0,0,3
E637047,FREMONT AVE N,N 34TH ST,2017-01-31 08:37:00,-122.34975241991012,47.64956673289757,1,1,0,0,0,0,0,0,0,0,2
E996390,FREMONT AVE N,N 34TH ST,2019-12-19 20:07:00,-122.3497583955686,47.649660549332715,0,0,0,0,0,0,0,0,0,0,2
E688290,FREMONT AVE N,N 34TH ST,2017-06-28 07:50:00,-122.34975241991012,47.64956673289757,1,1,0,0,0,0,0,0,1,0,3
E968703,FREMONT AVE N,N 35TH ST,2019-10-08 06:44:00,-122.34986742187911,47.6505147422683,1,0,0,0,0,0,0,0,0,0,2
E963971,FREMONT AVE N,N 39TH ST,2019-09-25 14:25:00,-122.34992525014071,47.65414611239182,1,1,0,1,0,0,0,0,0,0,2
3769627,FREMONT AVE N,N 41ST ST,2016-09-06 15:58:00,-122.3499761814441,47.6566577023924,1,1,0,0,0,0,0,0,0,0,3
E603988,FREMONT AVE N,N 43RD ST,2016-11-03 10:27:00,-122.35002480864638,47.65894152717743,0,1,0,0,0,0,0,0,0,0,2
E798624,FREMONT AVE N,N 45TH ST,2018-05-15 18:06:00,-122.35003843920623,47.66140371731204,1,1,0,1,0,0,0,0,0,0,1
3887504,FREMONT AVE N,N 75TH ST,2020-06-24 10:27:00,-122.34988253348064,47.68331273669211,1,1,1,0,0,0,0,0,1,0,3
E756951,FREMONT AVE N,N 78TH ST,2018-01-09 17:13:00,-122.34990653268999,47.68551469200478,0,0,0,0,0,0,0,0,0,0,2
3769462,FREMONT WAY N,N 38TH ST,2019-03-26 14:42:00,-122.34864959449625,47.65282143924716,1,1,0,1,0,0,0,0,0,0,3
3820712,GILMAN AVE W,W FORT ST,2019-09-16 17:55:00,-122.39280408755668,47.6606321868749,1,1,0,0,0,0,0,0,0,0,2
E856609,GILMAN DR W,12TH AVE W,2018-10-18 13:54:00,-122.37265551609711,47.63806906404713,1,1,0,0,0,0,0,0,0,0,3
3818846,GOLF DR S,S CHARLES ST,2018-07-12 07:41:00,-122.31659593038613,47.5942828349176,1,1,0,0,0,0,0,0,0,0,2
EA05724,GREEN LAKE DR N,N 80TH ST,2020-01-16 09:04:00,-122.34043457902969,47.686935738454615,0,1,1,0,0,0,0,0,0,0,3
E582480,GREEN LAKE DR N,STONE AVE N,2016-09-05 16:37:00,-122.34181359945498,47.68768575168551,1,1,0,0,0,0,0,0,0,0,3
EA42041,GREEN LAKE DR N,STONE AVE N,2020-05-07 11:03:00,-122.34181355697456,47.68768569751805,1,1,1,1,0,0,0,0,0,0,3
3814823,GREEN LAKE DR N ALLEY WAY SE OF,,2018-08-10 20:15:00,-122.34122962368535,47.687369555161894,1,0,0,1,0,0,0,0,0,0,2
EA46073,GREEN LAKE WAY N,,2020-06-21 17:09:00,-122.34008871665554,47.66694664386893,1,1,0,0,0,0,0,0,0,1,3
E798586,GREEN LAKE WAY N,N 54TH ST,2018-05-02 17:39:00,-122.3400864869854,47.66777273101322,1,1,0,0,0,0,0,0,0,0,3
3739113,GREENWOOD AVE N,,2017-08-23 17:09:00,-122.35528860599102,47.68135513374784,1,1,0,0,0,0,0,0,0,0,3
E879716,GREENWOOD AVE N,,2019-01-03 18:24:00,-122.35530131113536,47.68794264518895,0,0,0,0,0,0,0,0,0,0,3
E820183,GREENWOOD AVE N,N 104TH ST,2018-07-20 18:11:00,-122.35544669980737,47.70435070870212,1,1,0,0,0,0,0,0,0,0,3
3706098,GREENWOOD AVE N,N 122ND ST,2019-04-02 22:43:00,-122.35553069568309,47.71776165521079,1,0,0,1,0,0,0,0,0,0,3
3810083,GREENWOOD AVE N,N 68TH ST,2019-01-15 16:48:00,-122.35530386016421,47.67872579909148,1,0,0,0,0,0,0,0,0,0,3
3796306,GREENWOOD AVE N,N 70TH ST,2019-08-14 14:15:00,-122.35530011860654,47.67967419775664,1,1,0,0,0,0,0,0,0,0,3
3856687,GREENWOOD AVE N,N 79TH ST,2020-06-04 18:25:00,-122.35529041808722,47.68620832991162,1,1,1,0,0,0,0,0,0,0,2
3754357,GREENWOOD AVE N,N 90TH ST,2018-05-21 17:29:00,-122.3553475597591,47.69423166954841,1,1,0,0,0,0,0,0,0,0,2
E819416,HARBOR AVE SW,,2018-07-14 15:55:00,-122.37096633853795,47.57416337877003,1,1,0,0,0,0,0,0,0,0,3
3752882,HARBOR AVE SW,,2019-07-29 06:45:00,-122.37878556342514,47.587504507943706,1,1,0,0,0,0,0,0,0,0,3
3752796,HARBOR AVE SW,,2019-06-16 15:42:00,-122.3807791983651,47.58891856197535,1,1,0,0,0,0,0,0,0,0,2
3731783,HARBOR AVE SW,,2017-08-27 19:25:00,-122.37719030075567,47.5863881795449,1,1,0,0,0,0,0,0,0,0,3
3838137,HARBOR AVE SW,,2020-07-19 15:17:00,-122.38371853499578,47.59408590386687,1,1,1,0,0,0,0,0,0,0,3
3692965,HARBOR AVE SW,,2016-09-14 18:45:00,-122.38302079961076,47.592567066553876,0,0,0,0,0,0,0,0,0,0,3
3732034,HARBOR AVE SW,,2017-05-20 13:53:00,-122.38291387940946,47.592331964049365,1,1,0,0,0,0,0,0,1,0,2
E898427,HARRISON ST,6TH AVE N,2019-02-28 19:50:00,-122.34497088357655,47.62203974525886,1,0,0,1,0,0,0,0,0,0,3
E954910,HARVARD AVE E,,2019-08-28 07:49:00,-122.32210610568151,47.65015481812551,1,1,0,0,0,0,0,0,0,0,3
E871199,HARVARD AVE E,E ALLISON ST,2018-12-07 09:24:00,-122.32210836956722,47.648705765710325,1,1,0,1,0,0,0,0,0,0,3
3774009,HARVARD AVE E,E GWINN PL,2017-08-30 18:44:00,-122.32211444885147,47.64783579939694,1,1,0,0,0,0,0,0,0,0,1
3547996,HIAWATHA PL S,S CHARLES ST,2018-06-24 17:37:00,-122.30913217168263,47.594430849943194,1,1,0,0,0,0,0,0,0,0,2
3744379,HIGHLAND PARK WAY SW,SW HOLDEN ST,2017-07-13 15:41:00,-122.34706452296676,47.534073170426005,1,1,0,0,0,0,0,0,1,0,3
E997567,HUBBELL PL,SENECA ST,2019-12-19 14:12:00,-122.3306583810433,47.60902139718213,0,1,0,1,0,0,0,0,0,0,2
3737483,INTERLAKE AVE N,N 46TH ST,2017-06-07 20:25:00,-122.34066564278613,47.66210752040088,1,1,0,0,0,0,0,0,0,0,1
E623261,JAMES ST,,2016-12-20 13:49:00,-122.33308423901035,47.60209044765249,1,1,0,0,0,0,0,0,0,0,3
3814047,JAMES ST,8TH AVE,2018-10-11 09:25:00,-122.32584521724743,47.6050817680811,1,1,0,0,0,0,0,0,0,0,2
E894001,JAMES ST,8TH AVE,2018-10-11 09:25:00,-122.32584521724743,47.6050817680811,1,1,0,0,0,0,0,0,0,0,3
3773470,JAMES ST,BOREN AVE,2017-03-09 19:40:00,-122.32251919554922,47.60649382115116,0,0,0,0,0,0,0,0,1,0,1
3771923,JAMES ST,MINOR AVE,2017-01-25 07:45:00,-122.32141819868951,47.6069517963407,1,1,0,0,0,0,0,0,0,0,3
3574511,JAMES ST,YESLER WAY,2016-10-25 17:23:00,-122.33361506694852,47.60182451860657,1,1,0,0,0,0,0,0,0,0,3
E671560,JOHN ST,FAIRVIEW AVE N,2017-05-12 13:11:00,-122.3343332860005,47.6196837495596,1,1,0,0,0,0,0,0,0,0,2
E593255,LAKE WASHINGTON BLVD,,2016-09-22 12:50:00,-122.28137832836065,47.61360640861437,1,1,0,0,0,0,0,0,0,0,3
E593248,LAKE WASHINGTON BLVD,E JEFFERSON ST,2016-09-14 12:50:00,-122.28356518640447,47.60591783321351,0,1,0,0,0,0,0,0,0,0,3
EA57302,LAKE WASHINGTON BLVD E,,2020-07-09 18:03:00,-122.29607584135606,47.62913559244303,1,1,1,1,0,0,0,0,0,0,2
E824766,LAKE WASHINGTON BLVD E,,2018-07-28 13:09:00,-122.28545727307876,47.62254987795014,1,1,0,0,0,0,0,0,0,0,3
3774021,LAKE WASHINGTON BLVD E,39TH AVE E,2019-08-10 09:04:00,-122.2828456071578,47.62111654124604,0,1,0,0,0,0,0,0,0,1,3
EA71209,LAKE WASHINGTON BLVD E,E DENNY BLAINE PL,2020-07-05 16:55:00,-122.28169025504897,47.620227855398326,1,1,1,1,0,0,0,0,0,0,2
E619063,LAKE WASHINGTON BLVD E,E ROANOKE ST,2016-12-06 16:45:00,-122.29856590003209,47.643164949349575,0,0,0,0,0,0,0,0,0,0,3
E799241,LAKE WASHINGTON BLVD S,,2018-05-12 12:04:00,-122.2890572300731,47.595838382956124,1,1,0,0,0,0,0,0,0,0,2
3705950,LAKE WASHINGTON BLVD S,,2019-06-01 14:03:00,-122.26806446441984,47.562636940507495,1,1,0,1,0,0,0,0,0,0,2
3547678,LAKE WASHINGTON BLVD S,46TH AVE S,2019-07-26 17:41:00,-122.27707653033072,47.570049170343005,1,1,0,1,0,0,0,0,0,0,3
E912159,LAKE WASHINGTON BLVD S,48TH AVE S,2019-04-13 11:10:00,-122.2731880715835,47.56864389076572,0,1,0,1,0,0,0,0,0,0,3
E946540,LAKE WASHINGTON BLVD S,50TH AVE S,2019-07-28 14:00:00,-122.27077106171905,47.56766984530477,0,0,0,1,0,0,0,0,0,0,2
E821630,LAKE WASHINGTON BLVD S,LAKE PARK DR S,2018-07-18 18:37:00,-122.28765119600988,47.582953939865824,1,1,0,0,0,0,0,0,0,0,3
3581268,LAKE WASHINGTON BLVD S,S MASSACHUSETTS ST,2018-02-12 09:07:00,-122.2893032738302,47.58766959232503,1,1,0,0,0,0,0,0,0,0,1
3289400,LAKE WASHINGTON BLVD S,S ORCAS ST,2019-05-27 19:33:00,-122.25947133250902,47.55108151641897,1,1,0,1,0,0,0,0,0,0,2
E926207,LAKESIDE AVE S,,2019-06-01 16:02:00,-122.28533991554232,47.601764240443615,1,1,0,0,0,0,0,0,0,0,2
3755223,LAKESIDE AVE S,,2017-05-16 11:10:00,-122.28492664556188,47.602604914457,1,1,0,1,0,0,0,0,0,0,3
E843803,LAKESIDE AVE S,,2018-09-29 09:33:00,-122.28787382859873,47.59369094056465,1,1,0,0,0,0,0,0,0,0,2
3814154,LAKESIDE AVE S,,2018-08-11 11:50:00,-122.28790048383831,47.5932115664106,1,1,0,0,0,0,1,1,1,0,2
E863229,LAKEVIEW BLVD E,BELMONT AVE E,2018-11-08 17:43:00,-122.3271948068904,47.628384711105085,1,0,0,0,0,0,0,0,0,0,2
E885439,LAKEVIEW BLVD E,EASTLAKE AVE E,2019-01-23 09:13:00,-122.32916365786124,47.62430687755551,0,1,0,1,0,0,0,0,0,0,3
E798601,LEARY AVE NW,20TH AVE NW,2018-05-03 08:00:00,-122.38216547927733,47.666700654511445,1,1,0,0,0,0,0,0,0,0,3
3809933,LEARY WAY NW,6TH AVE NW,2018-12-04 14:48:00,-122.36399247531948,47.65818272489958,1,1,0,1,0,0,0,0,0,0,3
3695644,LEARY WAY NW,NW 39TH ST,2017-06-10 19:41:00,-122.36007743306615,47.65414399672122,1,1,0,0,0,0,0,0,0,0,3
E700356,LEARY WAY NW,NW 40TH ST,2017-08-07 08:10:00,-122.36192245223252,47.65604571965186,1,1,0,0,0,0,0,0,0,1,2
3737145,LEARY WAY NW,NW BOWDOIN PL,2016-10-13 08:00:00,-122.36112141134501,47.65522272791898,0,1,0,0,0,0,0,0,0,0,2
3811702,LENORA ST,WESTLAKE AVE,2018-09-16 08:35:00,-122.33807626662552,47.616378799295866,0,1,0,0,0,0,0,0,0,0,2
3769313,LINDEN AVE N,,2017-06-06 16:39:00,-122.34811810404862,47.72377864644264,1,1,0,0,0,0,0,0,0,0,2
3736664,LINDEN AVE N,,2017-09-14 20:03:00,-122.34777693676978,47.72636088968922,1,0,0,0,0,0,0,0,0,1,2
3769621,LINDEN AVE N,,2017-01-30 16:12:00,-122.3477499260848,47.73151771710227,1,0,0,0,0,0,0,0,0,0,3
3767482,LINDEN AVE N,N 135TH ST,2018-09-27 06:32:00,-122.34770278814287,47.72690768451196,1,0,0,0,0,0,0,0,0,0,3
E727885,LINDEN AVE N,N 135TH ST,2017-10-27 17:05:00,-122.34770278814287,47.72690768451196,1,1,0,0,0,0,0,0,0,0,2
E924063,LINDEN AVE N,N 135TH ST,2019-05-22 18:44:00,-122.34770278814287,47.72690768451196,1,1,0,0,0,0,0,0,0,0,2
E951611,LINDEN AVE N,N 137TH ST,2019-08-19 07:16:00,-122.34775373897571,47.72864968931994,1,1,0,0,0,0,0,0,0,1,2
E690469,LINDEN AVE N,N 137TH ST,2017-07-11 17:15:00,-122.34775373897571,47.72864968931994,1,1,0,0,0,0,0,0,0,0,3
E940623,LINDEN AVE N,N 74TH ST,2019-07-16 10:10:00,-122.34636093153397,47.682573053182026,1,1,0,0,0,0,0,0,0,0,2
3854844,LINDEN AVE N,N 85TH ST,2020-07-30 16:07:00,-122.34721361729667,47.690573693107986,1,1,1,0,0,0,0,0,1,0,3
3820710,MADISON ST,,2019-09-06 17:17:00,-122.33639235838918,47.60460354199588,1,1,0,0,0,0,0,0,0,0,3
E907983,MADISON ST,4TH AVE,2019-04-03 19:00:00,-122.33293517063312,47.60609876902682,1,1,0,0,0,0,0,0,0,1,3
3813253,MADISON ST,WESTERN AVE,2019-03-28 10:55:00,-122.33735819186171,47.6042107823773,1,1,0,0,0,0,0,0,1,0,2
E704429,MADRONA DR,NEWPORT WAY,2017-08-23 16:41:00,-122.2828053785284,47.613764964902266,1,1,0,0,0,0,0,0,1,0,3
EA05630,MARION ST,,2020-01-21 12:00:00,-122.3323573268525,47.60534700745773,0,1,1,0,0,0,0,0,0,0,2
E942518,MARION ST,,2019-07-19 16:00:00,-122.33720118162451,47.60332499089768,1,1,0,1,0,0,0,0,0,0,2
EA21287,MARION ST,6TH AVE,2020-03-03 11:58:00,-122.33009950784421,47.60628468735689,1,1,1,0,0,0,0,0,0,0,1
E660695,MARTIN LUTHER KING JR WAY,,2017-04-11 11:48:00,-122.2961469355225,47.615755789833145,1,1,0,0,0,0,0,0,0,0,3
3771988,MARTIN LUTHER KING JR WAY,E HOWELL ST,2017-02-13 08:08:00,-122.29613925859314,47.617630842518516,1,1,0,0,0,0,0,0,0,0,2
E939179,MARTIN LUTHER KING JR WAY,E JEFFERSON ST,2019-06-23 16:30:00,-122.29673919512352,47.60619182082623,1,1,0,0,0,1,0,0,0,0,1
3702522,MARTIN LUTHER KING JR WAY E,,2018-03-14 14:22:00,-122.29637497968922,47.62322713603265,1,1,0,0,0,1,0,0,1,0,2
