REPORT NUMBER,PRIMARY TRAFFICWAY,INTERSECTING TRAFFICWAY,DATETIME,LONGITUDE,LATITUDE,is_dry,is_light,is_clear,is_hit_run,is_workzone,is_child,impaired,speeding,driver_16_25,driver_65_plus,severity
E667421,90,,2017-05-02 17:45:00,-122.27638611847598,47.59013778158788,0,1,0,0,0,0,0,0,0,0,3
3787319,99,,2016-09-16 01:30:00,-122.33445945830691,47.548770906123856,1,0,0,1,0,0,0,0,0,0,2
E837765,99,,2018-09-11 04:22:00,-122.3347270580786,47.549264977066706,1,0,0,0,0,0,0,0,0,0,3
3579110,99,,2016-12-05 08:04:00,-122.3347891995278,47.54935843449501,0,1,0,0,0,0,0,0,0,0,3
3813604,99,,2019-08-29 18:16:00,-122.34735195902417,47.66508903287529,0,1,0,0,0,1,0,0,0,0,2
3810349,99,,2019-03-15 07:37:00,-122.34553653846298,47.67891700498415,1,1,0,0,0,0,0,0,0,0,2
E806321,99,,2018-06-08 18:13:00,-122.34459326684336,47.68911388063008,0,1,0,0,0,0,0,0,0,0,4
3837801,99,,2020-03-04 16:30:00,-122.34443286092518,47.69055787072127,1,1,0,1,0,0,0,0,0,0,2
3769546,99,,2016-11-23 12:07:00,-122.34466089480644,47.69491361888201,1,1,0,0,0,0,0,0,0,0,2
E962024,99,,2019-09-17 12:44:00,-122.34455962875577,47.699615535520685,1,1,0,1,0,0,0,0,0,0,3
E948596,99,,2019-08-07 19:00:00,-122.34470898043764,47.699628640991484,1,1,0,0,0,0,0,0,0,0,3
E598985,99,,2016-10-07 13:41:00,-122.3446123899382,47.70508327474138,1,1,0,0,0,0,0,0,0,1,1
3694286,99,,2017-06-27 23:38:00,-122.34483215623678,47.713305857751315,1,0,0,1,0,0,0,0,0,0,3
EA61483,99,,2020-08-16 00:28:00,-122.34493557728948,47.71959130460996,1,0,1,0,0,0,0,0,0,1,3
E729928,099S103538,,2017-11-01 09:00:00,-122.34853449091966,47.66208305465809,0,1,0,0,0,0,0,0,0,1,2
EA58550,509LX02959B,,2020-08-26 13:52:00,-122.33277833052773,47.52692187896159,1,1,1,0,0,0,0,0,0,0,3
E869065,513,,2018-11-29 14:34:00,-122.30473938767156,47.64528450783699,0,1,0,0,0,0,0,0,0,0,2
E795437,513,,2018-04-22 14:31:00,-122.30445718474053,47.649038062673036,1,1,0,0,0,0,0,0,0,0,3
EA35224,513,,2020-05-18 13:48:00,-122.30386586068668,47.651051694332395,1,1,1,0,0,0,0,0,0,0,2
E741997,513,,2017-11-30 06:21:00,-122.30241113178192,47.654782330401,0,0,0,0,0,0,0,0,0,0,3
3754397,513,,2019-02-01 06:40:00,-122.30208410514096,47.656194927521064,0,0,0,0,0,0,0,0,0,0,2
3796193,513,,2019-12-13 18:40:00,-122.29996163157145,47.66032377541624,0,0,1,0,0,0,0,0,0,0,2
3795291,513,,2019-07-11 17:16:00,-122.29994558932003,47.66037389755506,1,1,0,1,0,0,0,0,0,0,3
3813560,513,,2019-07-29 10:52:00,-122.29207781889596,47.66116702187932,1,1,0,0,0,1,0,0,0,1,2
3806780,519,,2019-08-15 12:19:00,-122.3341317249539,47.59030268721719,1,1,0,0,0,0,0,0,0,0,3
3818302,519,,2017-12-09 10:40:00,-122.33414998108381,47.59030316771582,0,1,0,1,0,0,0,0,0,0,2
3696258,519,,2016-09-12 17:29:00,-122.33592892159832,47.600052263419315,1,1,0,0,0,0,0,0,0,1,3
E817521,519,,2018-04-11 18:14:00,-122.33599853349484,47.60082492855205,0,1,0,1,0,0,0,0,0,0,2
3579106,519LX00000,,2016-09-13 13:53:00,-122.32905017937756,47.58826135332377,1,1,0,0,0,0,0,0,1,0,2
3735149,519LX00000,,2019-03-29 11:35:00,-122.3289924278842,47.58824849471542,1,1,0,0,0,0,0,0,0,1,3
3806133,520LX00094,,2019-10-06 09:15:00,-122.30408656704049,47.64397503509411,1,1,0,0,0,0,0,0,1,0,2
E940063,522,,2019-07-10 13:21:00,-122.30682784851504,47.69123842027934,0,1,0,0,0,0,0,0,1,0,3
3751576,522,,2018-08-13 19:02:00,-122.30136657288072,47.708452158592316,1,1,0,1,0,0,0,0,0,0,2
E921701,522,,2019-04-26 16:42:00,-122.29479076920772,47.720116239038155,1,1,0,0,0,0,0,0,0,1,3
EA50958,522,,2020-05-18 16:44:00,-122.29280202271416,47.723623378932295,1,1,1,0,0,0,0,0,0,0,2
E686939,523,,2017-06-21 17:21:00,-122.3342925902881,47.73413973753242,1,1,0,0,0,0,0,0,0,1,3
E930347,523,,2019-06-09 14:44:00,-122.31277990243633,47.733972850219786,1,1,0,1,0,0,0,0,0,0,2
E764702,523,,2018-01-25 22:13:00,-122.29621724751443,47.73378729202505,0,0,0,0,0,0,0,0,1,0,3
