AWDT,ADT,AWDT_ROUNDED,REPORT NUMBER,vol_geo,line_i,DATETIME,geometry,line_geo,SPEEDLIMIT,SURFACEWIDTH,one_way,is_steep,is_paved,is_hwy,is_bus,is_truck,is_light,is_clear,is_hit_run,is_workzone,is_child,impaired,speeding,driver_16_25,driver_65_plus,severity
28649.0,27509.0,28600,E983946,"LINESTRING (-122.373588504001 47.66866536814708, -122.3762144744235 47.66866690848004)",4438.0,2019-11-15 16:25:00,POINT (-122.3748757345959 47.66866612325147),"LINESTRING (-122.3735885039766 47.66866536822732, -122.3762144743594 47.66866690848827)",25.0,61.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3
11307.0,11036.0,11300,E910757,"MULTILINESTRING ((-122.3821299971958 47.66867579926, -122.3831117048611 47.66867677578812), (-122.3831117048611 47.66867677578812, -122.3847455467223 47.6686783893852))",1669.0,2019-04-13 19:19:00,POINT (-122.3842910211551 47.66867794050344),"LINESTRING (-122.3831117047652 47.66867677578905, -122.3847455468098 47.66867838940128)",25.0,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
14402.0,14268.0,14400,E696983,"MULTILINESTRING ((-122.3875764869988 47.66867869248183, -122.390144946435 47.66866841120529), (-122.390144946435 47.66866841120529, -122.3928582968408 47.66865484971535), (-122.3928582968408 47.66865484971535, -122.3945090111719 47.66864793903818))",1670.0,2017-07-31 12:52:00,POINT (-122.3932788741425 47.66865308902624),"LINESTRING (-122.3928582969112 47.66865484977286, -122.3945090111664 47.66864793905747)",25.0,54.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
14402.0,14268.0,14400,E820986,"MULTILINESTRING ((-122.3875764869988 47.66867869248183, -122.390144946435 47.66866841120529), (-122.390144946435 47.66866841120529, -122.3928582968408 47.66865484971535), (-122.3928582968408 47.66865484971535, -122.3945090111719 47.66864793903818))",1670.0,2018-07-04 12:45:00,POINT (-122.3933747138325 47.66865268779337),"LINESTRING (-122.3928582969112 47.66865484977286, -122.3945090111664 47.66864793905747)",25.0,54.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3
14402.0,14268.0,14400,E882197,"MULTILINESTRING ((-122.3875764869988 47.66867869248183, -122.390144946435 47.66866841120529), (-122.390144946435 47.66866841120529, -122.3928582968408 47.66865484971535), (-122.3928582968408 47.66865484971535, -122.3945090111719 47.66864793903818))",1670.0,2019-01-12 13:45:00,POINT (-122.3943401589552 47.66864864595727),"LINESTRING (-122.3928582969112 47.66865484977286, -122.3945090111664 47.66864793905747)",25.0,54.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
20404.0,19803.0,20400,EA33363,"MULTILINESTRING ((-122.3762144744235 47.66866690848004, -122.3774216340637 47.66867108849374, -122.3788842794838 47.66867103128512), (-122.3788842794838 47.66867103128512, -122.3803528158252 47.66867320080751), (-122.3803528158252 47.66867320080751, -122.381574148438 47.6686750734318), (-122.381574148438 47.6686750734318, -122.3821299971958 47.66867579926))",7652.0,2020-04-25 15:05:00,POINT (-122.3789069071171 47.66867106472454),"LINESTRING (-122.3788842795048 47.66867103129658, -122.380352815736 47.66867320077797)",25.0,60.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
13845.0,13476.0,13800,E997516,"MULTILINESTRING ((-122.3875873695284 47.67091620475419, -122.387587245117 47.67164521707581), (-122.3875871213756 47.67237398467058, -122.3875865923871 47.6731026965985), (-122.3875872782536 47.66945776366578, -122.3875873195055 47.67018719389159), (-122.387587245117 47.67164521707581, -122.3875871213756 47.67237398467058), (-122.3875764869988 47.66867869248183, -122.3875872782536 47.66945776366578), (-122.3875856201685 47.67383146403053, -122.3875853662953 47.6745600678057), (-122.3875853662953 47.6745600678057, -122.3875841507671 47.67528845077722), (-122.3875841507671 47.67528845077722, -122.3875846579832 47.67586626893637, -122.3875847289885 47.67594849851172), (-122.3875865923871 47.6731026965985, -122.3875856201685 47.67383146403053), (-122.3875873195055 47.67018719389159, -122.3875873695284 47.67091620475419))",21517.0,2019-08-08 01:00:00,POINT (-122.3875768337982 47.66870373798284),"LINESTRING (-122.3875764868731 47.66867869242753, -122.3875872783844 47.66945776370632)",25.0,60.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
14402.0,14268.0,14400,E759014,"MULTILINESTRING ((-122.3875764869988 47.66867869248183, -122.390144946435 47.66866841120529), (-122.390144946435 47.66866841120529, -122.3928582968408 47.66865484971535), (-122.3928582968408 47.66865484971535, -122.3945090111719 47.66864793903818))",1670.0,2018-01-15 17:27:00,POINT (-122.3928727745185 47.66865478916236),"LINESTRING (-122.3928582969112 47.66865484977286, -122.3945090111664 47.66864793905747)",25.0,54.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
5764.0,5609.0,5800,3747589,"MULTILINESTRING ((-122.3983289122285 47.6709291345339, -122.3983306948594 47.67129127692503), (-122.3983240215046 47.67019904469647, -122.398324074402 47.67021309785566, -122.3983289122285 47.6709291345339), (-122.3983325025622 47.67165849732946, -122.398348324153 47.6721769233894), (-122.3983787473811 47.67483500607729, -122.3983811221393 47.67515279345297), (-122.398321914425 47.66949677427528, -122.3983240215046 47.67019904469647), (-122.3983700044319 47.67296795857736, -122.3983720378388 47.6734021526674, -122.3983734186665 47.6736968901231), (-122.3983768188325 47.67442375901, -122.3983787473811 47.67483500607729), (-122.3983811221393 47.67515279345297, -122.3983659797101 47.67582464788711), (-122.3983306948594 47.67129127692503, -122.3983325025622 47.67165849732946), (-122.3983178539479 47.66862417834943, -122.398321914425 47.66949677427528), (-122.3983743137379 47.67388761103771, -122.3983768188325 47.67442375901), (-122.398348324153 47.6721769233894, -122.3983700044319 47.67296795857736), (-122.3983734186665 47.6736968901231, -122.3983743137379 47.67388761103771))",22439.0,2017-02-12 13:31:00,POINT (-122.3983179821257 47.66865170129575),"LINESTRING (-122.3983178540561 47.66862417843231, -122.3983219144239 47.6694967742424)",25.0,32.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3
15036.0,14462.0,15000,3734118,"MULTILINESTRING ((-122.36617795202 47.66865338543965, -122.3661785558313 47.66868532980157, -122.3661785448748 47.66872207917729, -122.366178541626 47.66873072990836, -122.366178311069 47.66943046709381), (-122.3661739059029 47.6708899015599, -122.3661716665398 47.67161934577204), (-122.366178311069 47.66943046709381, -122.3661743964983 47.67016023256303), (-122.3661676337795 47.67234908667515, -122.3661391393468 47.67307813201968), (-122.3661103716602 47.67380710723288, -122.3660959437356 47.67417227822441), (-122.3660959437356 47.67417227822441, -122.3660815607936 47.67453636186741), (-122.3660527416286 47.6752654528439, -122.366023398661 47.67598534688007), (-122.3661743964983 47.67016023256303, -122.3661739059029 47.6708899015599), (-122.3660815607936 47.67453636186741, -122.3660527416286 47.6752654528439), (-122.3661391393468 47.67307813201968, -122.3661103716602 47.67380710723288), (-122.3661716665398 47.67161934577204, -122.3661676337795 47.67234908667515))",14453.0,2017-05-03 16:34:00,POINT (-122.3661782573182 47.66866953191085),"LINESTRING (-122.3661779521091 47.66865338552191, -122.3661785559414 47.66868532988413, -122.366178544936 47.66872207918325, -122.3661785415553 47.66873072982468, -122.3661783109738 47.66943046704957)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
15036.0,14462.0,15000,3796490,"MULTILINESTRING ((-122.36617795202 47.66865338543965, -122.3661785558313 47.66868532980157, -122.3661785448748 47.66872207917729, -122.366178541626 47.66873072990836, -122.366178311069 47.66943046709381), (-122.3661739059029 47.6708899015599, -122.3661716665398 47.67161934577204), (-122.366178311069 47.66943046709381, -122.3661743964983 47.67016023256303), (-122.3661676337795 47.67234908667515, -122.3661391393468 47.67307813201968), (-122.3661103716602 47.67380710723288, -122.3660959437356 47.67417227822441), (-122.3660959437356 47.67417227822441, -122.3660815607936 47.67453636186741), (-122.3660527416286 47.6752654528439, -122.366023398661 47.67598534688007), (-122.3661743964983 47.67016023256303, -122.3661739059029 47.6708899015599), (-122.3660815607936 47.67453636186741, -122.3660527416286 47.6752654528439), (-122.3661391393468 47.67307813201968, -122.3661103716602 47.67380710723288), (-122.3661716665398 47.67161934577204, -122.3661676337795 47.67234908667515))",14453.0,2019-10-27 21:54:00,POINT (-122.3661782578364 47.66866955932305),"LINESTRING (-122.3661779521091 47.66865338552191, -122.3661785559414 47.66868532988413, -122.366178544936 47.66872207918325, -122.3661785415553 47.66873072982468, -122.3661783109738 47.66943046704957)",25.0,54.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
12500.0,13750.0,12500,3812943,"LINESTRING (-122.3362818381488 47.61313012604439, -122.3351727025516 47.61359552839846)",6636.0,2019-07-31 19:42:00,POINT (-122.3362774216733 47.61313197921649),"LINESTRING (-122.336281838254 47.61313012598354, -122.3351727024434 47.61359552833245)",25.0,41.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
7436.0,6784.0,7800,3387942,"LINESTRING (-122.3351727025516 47.61359552839846, -122.3361547690047 47.61428794695302)",17045.0,2019-11-01 19:16:00,POINT (-122.3351820316593 47.61360210601643),"LINESTRING (-122.3351727024434 47.61359552833245, -122.3361547689093 47.61428794695956)",25.0,42.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
9359.0,8945.0,9400,3810027,"MULTILINESTRING ((-122.3543796468607 47.6724868520099, -122.3543748149031 47.67317360041378), (-122.3543618082745 47.67457015653343, -122.3543497855065 47.67529516866661), (-122.3544207971179 47.66707375884805, -122.354415547775 47.66775217089395), (-122.3543748149031 47.67317360041378, -122.3543696925512 47.67386526724854), (-122.3544343520375 47.66534764842763, -122.3544337616465 47.66541798882279, -122.3544311660769 47.66571328940468), (-122.3544311660769 47.66571328940468, -122.3544251459054 47.66639479565112), (-122.3543497855065 47.67529516866661, -122.3543533172341 47.67599836895939, -122.3543532183551 47.67602256981272), (-122.354303692038 47.66513539903043, -122.3543233164158 47.66515123733286, -122.3543252892315 47.66515293914331, -122.3543272462834 47.66515464836113, -122.3543291889289 47.66515636586777, -122.3543311158631 47.66515809258027, -122.354333025676 47.66515982581866, -122.3543349210825 47.66516156734586, -122.3543367993939 47.66516331629823, -122.3543386619677 47.6651650735572, -122.3543405087777 47.66516683822351, -122.35434233985 47.66516861119647, -122.3543441551322 47.6651703906775, -122.3543459533193 47.66517217758366, -122.3543477371 47.66517397277872, -122.3543495024544 47.66517577541663, -122.3543512520186 47.6651775845627, -122.354352985819 47.66517940111608, -122.3543547025242 47.66518122509461, -122.354356402108 47.66518305559904, -122.3543580859279 47.66518489351083, -122.3543597539576 47.66518673793073, -122.3543614022298 47.6651885898113, -122.3543630360429 47.6651904481822, -122.354364652761 47.66519231397828, -122.3543662523313 47.66519418540096, -122.3543678348066 47.6651960642488, -122.354369400134 47.66519794872324, -122.3543709483664 47.66519984062283, -122.3543724794247 47.66520173724981, -122.3543739934142 47.66520364220119, -122.3543754875936 47.66520555281475, -122.3543769686188 47.66520746900157, -122.3543784298602 47.66520939174991, -122.3543798739275 47.66521131922557, -122.3543813008997 47.6652132541264, -122.3543827093929 47.66521519467165, -122.3543841020696 47.66521714082571, -122.3543854749361 47.665219092642, -122.3543868319861 47.66522105006712, -122.3543881692259 47.66522301315442, -122.3543894893179 47.66522498186838, -122.3543907909309 47.66522695622675, -122.3543920767274 47.665228936194, -122.3543933453235 47.66523091998932, -122.3543945914733 47.66523291038165, -122.3543958217539 47.66523490458435, -122.3543970348867 47.66523690441367, -122.3543982282357 47.66523891080447, -122.3543994043579 47.66524092012409, -122.3544005633324 47.66524293507041, -122.3544017024704 47.66524495477961, -122.3544028230767 47.66524697833471, -122.354403925204 47.66524900753423, -122.3544050101572 47.66525104146115, -122.3544060765526 47.66525307833469, -122.3544071231639 47.66525512176971, -122.3544081512174 47.66525716815133, -122.3544091620704 47.66525921836112, -122.354410153087 47.66526127333383, -122.354411126903 47.6652633321347, -122.3544120808826 47.66526539569847, -122.3544130162779 47.6652674613096, -122.3544139331941 47.66526953256523, -122.3544148302212 47.6652716067852, -122.3544157100479 47.66527368483334, -122.3544165700117 47.66527576674515, -122.3544174114175 47.66527785160361, -122.354418234318 47.66527994120725, -122.354419037303 47.66528203287602, -122.3544198204251 47.6652841284085, -122.3544205863204 47.66528622686986, -122.3544213323266 47.6652883282956, -122.3544220597748 47.66529043266805, -122.3544227673601 47.66529254090414, -122.3544234563611 47.66529465118764, -122.3544241268041 47.66529676441777, -122.3544247760267 47.66529888063011, -122.3544254080226 47.6653009997713, -122.3544260214341 47.66530312095993, -122.354426612294 47.6653052451485, -122.354427187232 47.66530737134894, -122.3544277409233 47.6653094996323, -122.3544282760302 47.66531162996306, -122.354428791248 47.66531376325825, -122.3544292878814 47.66531589860083, -122.3544297645729 47.66531803510929, -122.3544302227065 47.66532017456444, -122.3544306595933 47.66532231610251, -122.3544310791743 47.66532445787172, -122.3544314788661 47.66532660260528, -122.3544318586161 47.66532874850481, -122.3544322184241 47.66533089557024, -122.3544325583167 47.66533304470087, -122.3544328809297 47.66533519496182, -122.3544331809385 47.66533734642422, -122.3544334636941 47.66533949991626, -122.3544337264816 47.66534165367495, -122.3544339706584 47.66534380858177, -122.3544343520375 47.66534764842763), (-122.354415547775 47.66775217089395, -122.3544103013152 47.66843054959573), (-122.3543997779643 47.66979447274785, -122.3543947710461 47.67047294984641, -122.3543897587508 47.6711514296953), (-122.3544103013152 47.66843054959573, -122.354408167824 47.66870141952526, -122.3544049492091 47.66910905473398), (-122.3543865680126 47.67179376311982, -122.3543796468607 47.6724868520099), (-122.3539599638402 47.66501938004657, -122.3539783721684 47.66501964887624, -122.3539815457592 47.66501992497145, -122.3539847157248 47.66502021370949, -122.3539878847538 47.66502051595415, -122.3539910501575 47.66502083084165, -122.3539942119622 47.66502115927128, -122.3539973714993 47.66502150122525, -122.3540005273847 47.66502185492286, -122.3540036810024 47.66502222214483, -122.3540068296899 47.66502260292664, -122.3540099747522 47.6650229963514, -122.3540131175204 47.66502340240122, -122.354016256716 47.66502382289241, -122.3540193909289 47.665024255145, -122.3540225215428 47.6650247009397, -122.3540256485051 47.66502515847804, -122.3540287705636 47.66502563047552, -122.3540318889705 47.66502611421664, -122.3540350024473 47.66502661151767, -122.354038110994 47.66502712237855, -122.3540412158892 47.66502764498308, -122.3540443158542 47.66502818114748, -122.3540474108364 47.66502872907331, -122.3540505008885 47.66502929055898, -122.3540535833482 47.66502986564019, -122.3540566634611 47.66503045154792, -122.354059737339 47.66503105193259, -122.354062804903 47.66503166409642, -122.3540658675106 47.66503228892096, -122.3540689251617 47.66503292640608, -122.3540719765516 47.6650335774689, -122.3540750216274 47.66503424031087, -122.3540780604157 47.66503491583129, -122.3540810929164 47.66503560403007, -122.3540841204606 47.66503630488958, -122.354087140386 47.66503701844524, -122.3540901539975 47.66503774378008, -122.3540931613214 47.6650384817933, -122.3540961610527 47.66503923340201, -122.3540991544438 47.66503999589062, -122.3541021402162 47.66504077107546, -122.3541051197008 47.6650415589387, -122.3541080928716 47.66504235858115, -122.3541110571187 47.66504317183676, -122.3541140150256 47.66504399597233, -122.3541169640087 47.6650448337211, -122.3541199053205 47.66504568236755, -122.3541228403446 47.66504654369245, -122.3541257677236 47.66504741681429, -122.3541286848215 47.66504830266787, -122.3541315956053 47.66504920030064, -122.3541344987442 47.66505010973034, -122.3541373915755 47.66505103099254, -122.3541402781192 47.66505196493317, -122.354143154329 47.66505290980705, -122.3541460242776 47.6650538682586, -122.3541488825349 47.66505483676188, -122.3541517345045 47.66505581794364, -122.3541545761667 47.66505681095789, -122.3541574088263 47.66505781488757, -122.3541602312046 47.66505883154903, -122.3541630472691 47.66505985998965, -122.3541658516686 47.66506089938133, -122.3541686470917 47.66506195058769, -122.3541714335386 47.66506301360881, -122.3541742096516 47.66506408756315, -122.3541769754572 47.66506517334998, -122.3541797322864 47.66506627095157, -122.3541824787555 47.66506737858715, -122.3541852149435 47.66506849895445, -122.3541879407976 47.665069630255, -122.3541906563179 47.66507077248883, -122.354193362862 47.66507192653739, -122.3541960577411 47.66507309153697, -122.3541987422599 47.66507426657049, -122.3542014151665 47.66507545435362, -122.3542040777129 47.6650766521707, -122.3542067299256 47.66507786092107, -122.3542093704994 47.66507908152165, -122.3542120007396 47.66508031305555, -122.3542146192884 47.6650815546412, -122.3542172261722 47.66508280717786, -122.3542198214173 47.66508407156481, -122.354222406276 47.66508534508653, -122.3542249794697 47.66508662955923, -122.3542275396935 47.66508792590002, -122.3542300881997 47.66508923139333, -122.3542326263984 47.66509054871914, -122.354235150217 47.66509187523302, -122.3542376637282 47.66509321357942, -122.3542401655218 47.66509456107834, -122.3542426543191 47.66509591954608, -122.3542451300939 47.66509728808334, -122.3542475941775 47.66509866667239, -122.3542500452648 47.66510005623024, -122.3542524845819 47.66510145314211, -122.3542549096504 47.66510286373833, -122.3542573229488 47.66510428168859, -122.3542597232773 47.66510571150689, -122.3542621105569 47.66510715049549, -122.3542644848141 47.66510859955363, -122.3542668447175 47.66511005869913, -122.3542691929032 47.66511152699715, -122.3542715253778 47.66511300450105, -122.3542738475185 47.66511449293818, -122.3542761552792 47.66511599056337, -122.3542784486336 47.66511749647739, -122.3542807276606 47.66511901337806, -122.3542829949436 47.66512053853194, -122.3542852465417 47.66512207379097, -122.354287483786 47.66512361913733, -122.3542897092602 47.66512517183769, -122.3542919177445 47.66512673556021, -122.3542941144586 47.66512830663677, -122.3542962954877 47.66512988781839, -122.354298463468 47.66513147817037, -122.3543006156844 47.66513307592967, -122.354303692038 47.66513539903043), (-122.3544049492091 47.66910905473398, -122.3543997779643 47.66979447274785), (-122.3544251459054 47.66639479565112, -122.3544207971179 47.66707375884805), (-122.3543897587508 47.6711514296953, -122.3543865680126 47.67179376311982), (-122.3543696925512 47.67386526724854, -122.3543618082745 47.67457015653343))",21170.0,2019-03-15 19:57:00,POINT (-122.3544252372154 47.66638447120075),"LINESTRING (-122.3544311660841 47.66571328937159, -122.3544251460144 47.66639479567696)",25.0,54.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
9359.0,8945.0,9400,E635213,"MULTILINESTRING ((-122.3543796468607 47.6724868520099, -122.3543748149031 47.67317360041378), (-122.3543618082745 47.67457015653343, -122.3543497855065 47.67529516866661), (-122.3544207971179 47.66707375884805, -122.354415547775 47.66775217089395), (-122.3543748149031 47.67317360041378, -122.3543696925512 47.67386526724854), (-122.3544343520375 47.66534764842763, -122.3544337616465 47.66541798882279, -122.3544311660769 47.66571328940468), (-122.3544311660769 47.66571328940468, -122.3544251459054 47.66639479565112), (-122.3543497855065 47.67529516866661, -122.3543533172341 47.67599836895939, -122.3543532183551 47.67602256981272), (-122.354303692038 47.66513539903043, -122.3543233164158 47.66515123733286, -122.3543252892315 47.66515293914331, -122.3543272462834 47.66515464836113, -122.3543291889289 47.66515636586777, -122.3543311158631 47.66515809258027, -122.354333025676 47.66515982581866, -122.3543349210825 47.66516156734586, -122.3543367993939 47.66516331629823, -122.3543386619677 47.6651650735572, -122.3543405087777 47.66516683822351, -122.35434233985 47.66516861119647, -122.3543441551322 47.6651703906775, -122.3543459533193 47.66517217758366, -122.3543477371 47.66517397277872, -122.3543495024544 47.66517577541663, -122.3543512520186 47.6651775845627, -122.354352985819 47.66517940111608, -122.3543547025242 47.66518122509461, -122.354356402108 47.66518305559904, -122.3543580859279 47.66518489351083, -122.3543597539576 47.66518673793073, -122.3543614022298 47.6651885898113, -122.3543630360429 47.6651904481822, -122.354364652761 47.66519231397828, -122.3543662523313 47.66519418540096, -122.3543678348066 47.6651960642488, -122.354369400134 47.66519794872324, -122.3543709483664 47.66519984062283, -122.3543724794247 47.66520173724981, -122.3543739934142 47.66520364220119, -122.3543754875936 47.66520555281475, -122.3543769686188 47.66520746900157, -122.3543784298602 47.66520939174991, -122.3543798739275 47.66521131922557, -122.3543813008997 47.6652132541264, -122.3543827093929 47.66521519467165, -122.3543841020696 47.66521714082571, -122.3543854749361 47.665219092642, -122.3543868319861 47.66522105006712, -122.3543881692259 47.66522301315442, -122.3543894893179 47.66522498186838, -122.3543907909309 47.66522695622675, -122.3543920767274 47.665228936194, -122.3543933453235 47.66523091998932, -122.3543945914733 47.66523291038165, -122.3543958217539 47.66523490458435, -122.3543970348867 47.66523690441367, -122.3543982282357 47.66523891080447, -122.3543994043579 47.66524092012409, -122.3544005633324 47.66524293507041, -122.3544017024704 47.66524495477961, -122.3544028230767 47.66524697833471, -122.354403925204 47.66524900753423, -122.3544050101572 47.66525104146115, -122.3544060765526 47.66525307833469, -122.3544071231639 47.66525512176971, -122.3544081512174 47.66525716815133, -122.3544091620704 47.66525921836112, -122.354410153087 47.66526127333383, -122.354411126903 47.6652633321347, -122.3544120808826 47.66526539569847, -122.3544130162779 47.6652674613096, -122.3544139331941 47.66526953256523, -122.3544148302212 47.6652716067852, -122.3544157100479 47.66527368483334, -122.3544165700117 47.66527576674515, -122.3544174114175 47.66527785160361, -122.354418234318 47.66527994120725, -122.354419037303 47.66528203287602, -122.3544198204251 47.6652841284085, -122.3544205863204 47.66528622686986, -122.3544213323266 47.6652883282956, -122.3544220597748 47.66529043266805, -122.3544227673601 47.66529254090414, -122.3544234563611 47.66529465118764, -122.3544241268041 47.66529676441777, -122.3544247760267 47.66529888063011, -122.3544254080226 47.6653009997713, -122.3544260214341 47.66530312095993, -122.354426612294 47.6653052451485, -122.354427187232 47.66530737134894, -122.3544277409233 47.6653094996323, -122.3544282760302 47.66531162996306, -122.354428791248 47.66531376325825, -122.3544292878814 47.66531589860083, -122.3544297645729 47.66531803510929, -122.3544302227065 47.66532017456444, -122.3544306595933 47.66532231610251, -122.3544310791743 47.66532445787172, -122.3544314788661 47.66532660260528, -122.3544318586161 47.66532874850481, -122.3544322184241 47.66533089557024, -122.3544325583167 47.66533304470087, -122.3544328809297 47.66533519496182, -122.3544331809385 47.66533734642422, -122.3544334636941 47.66533949991626, -122.3544337264816 47.66534165367495, -122.3544339706584 47.66534380858177, -122.3544343520375 47.66534764842763), (-122.354415547775 47.66775217089395, -122.3544103013152 47.66843054959573), (-122.3543997779643 47.66979447274785, -122.3543947710461 47.67047294984641, -122.3543897587508 47.6711514296953), (-122.3544103013152 47.66843054959573, -122.354408167824 47.66870141952526, -122.3544049492091 47.66910905473398), (-122.3543865680126 47.67179376311982, -122.3543796468607 47.6724868520099), (-122.3539599638402 47.66501938004657, -122.3539783721684 47.66501964887624, -122.3539815457592 47.66501992497145, -122.3539847157248 47.66502021370949, -122.3539878847538 47.66502051595415, -122.3539910501575 47.66502083084165, -122.3539942119622 47.66502115927128, -122.3539973714993 47.66502150122525, -122.3540005273847 47.66502185492286, -122.3540036810024 47.66502222214483, -122.3540068296899 47.66502260292664, -122.3540099747522 47.6650229963514, -122.3540131175204 47.66502340240122, -122.354016256716 47.66502382289241, -122.3540193909289 47.665024255145, -122.3540225215428 47.6650247009397, -122.3540256485051 47.66502515847804, -122.3540287705636 47.66502563047552, -122.3540318889705 47.66502611421664, -122.3540350024473 47.66502661151767, -122.354038110994 47.66502712237855, -122.3540412158892 47.66502764498308, -122.3540443158542 47.66502818114748, -122.3540474108364 47.66502872907331, -122.3540505008885 47.66502929055898, -122.3540535833482 47.66502986564019, -122.3540566634611 47.66503045154792, -122.354059737339 47.66503105193259, -122.354062804903 47.66503166409642, -122.3540658675106 47.66503228892096, -122.3540689251617 47.66503292640608, -122.3540719765516 47.6650335774689, -122.3540750216274 47.66503424031087, -122.3540780604157 47.66503491583129, -122.3540810929164 47.66503560403007, -122.3540841204606 47.66503630488958, -122.354087140386 47.66503701844524, -122.3540901539975 47.66503774378008, -122.3540931613214 47.6650384817933, -122.3540961610527 47.66503923340201, -122.3540991544438 47.66503999589062, -122.3541021402162 47.66504077107546, -122.3541051197008 47.6650415589387, -122.3541080928716 47.66504235858115, -122.3541110571187 47.66504317183676, -122.3541140150256 47.66504399597233, -122.3541169640087 47.6650448337211, -122.3541199053205 47.66504568236755, -122.3541228403446 47.66504654369245, -122.3541257677236 47.66504741681429, -122.3541286848215 47.66504830266787, -122.3541315956053 47.66504920030064, -122.3541344987442 47.66505010973034, -122.3541373915755 47.66505103099254, -122.3541402781192 47.66505196493317, -122.354143154329 47.66505290980705, -122.3541460242776 47.6650538682586, -122.3541488825349 47.66505483676188, -122.3541517345045 47.66505581794364, -122.3541545761667 47.66505681095789, -122.3541574088263 47.66505781488757, -122.3541602312046 47.66505883154903, -122.3541630472691 47.66505985998965, -122.3541658516686 47.66506089938133, -122.3541686470917 47.66506195058769, -122.3541714335386 47.66506301360881, -122.3541742096516 47.66506408756315, -122.3541769754572 47.66506517334998, -122.3541797322864 47.66506627095157, -122.3541824787555 47.66506737858715, -122.3541852149435 47.66506849895445, -122.3541879407976 47.665069630255, -122.3541906563179 47.66507077248883, -122.354193362862 47.66507192653739, -122.3541960577411 47.66507309153697, -122.3541987422599 47.66507426657049, -122.3542014151665 47.66507545435362, -122.3542040777129 47.6650766521707, -122.3542067299256 47.66507786092107, -122.3542093704994 47.66507908152165, -122.3542120007396 47.66508031305555, -122.3542146192884 47.6650815546412, -122.3542172261722 47.66508280717786, -122.3542198214173 47.66508407156481, -122.354222406276 47.66508534508653, -122.3542249794697 47.66508662955923, -122.3542275396935 47.66508792590002, -122.3542300881997 47.66508923139333, -122.3542326263984 47.66509054871914, -122.354235150217 47.66509187523302, -122.3542376637282 47.66509321357942, -122.3542401655218 47.66509456107834, -122.3542426543191 47.66509591954608, -122.3542451300939 47.66509728808334, -122.3542475941775 47.66509866667239, -122.3542500452648 47.66510005623024, -122.3542524845819 47.66510145314211, -122.3542549096504 47.66510286373833, -122.3542573229488 47.66510428168859, -122.3542597232773 47.66510571150689, -122.3542621105569 47.66510715049549, -122.3542644848141 47.66510859955363, -122.3542668447175 47.66511005869913, -122.3542691929032 47.66511152699715, -122.3542715253778 47.66511300450105, -122.3542738475185 47.66511449293818, -122.3542761552792 47.66511599056337, -122.3542784486336 47.66511749647739, -122.3542807276606 47.66511901337806, -122.3542829949436 47.66512053853194, -122.3542852465417 47.66512207379097, -122.354287483786 47.66512361913733, -122.3542897092602 47.66512517183769, -122.3542919177445 47.66512673556021, -122.3542941144586 47.66512830663677, -122.3542962954877 47.66512988781839, -122.354298463468 47.66513147817037, -122.3543006156844 47.66513307592967, -122.354303692038 47.66513539903043), (-122.3544049492091 47.66910905473398, -122.3543997779643 47.66979447274785), (-122.3544251459054 47.66639479565112, -122.3544207971179 47.66707375884805), (-122.3543897587508 47.6711514296953, -122.3543865680126 47.67179376311982), (-122.3543696925512 47.67386526724854, -122.3543618082745 47.67457015653343))",15432.0,2017-01-19 18:35:00,POINT (-122.3543490219615 47.67457038266661),"LINESTRING (-122.3543618082757 47.67457015660542, -122.3528620756974 47.67459667177827)",20.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
